month,day,dep_time,dep_delay,arr_time,arr_delay,carrier,tailnum,flight,dest,air_time,distance,hour,minute,carrier_name,dest_name
1,21,1444,24,1603,18,WN,N734SA,752,SMF,68,479,14,44,Southwest Airlines Co.,Sacramento Intl
1,21,1508,-2,1830,-10,WN,N244WN,113,PHX,131,1009,15,8,Southwest Airlines Co.,Phoenix Sky Harbor Intl
1,21,1516,1,1835,-10,US,N624AW,500,PHX,128,1009,15,16,US Airways Inc.,Phoenix Sky Harbor Intl
1,21,1519,-1,1831,-14,UA,N87527,1062,DEN,114,991,15,19,United Air Lines Inc.,Denver Intl
1,21,1525,-2,1705,-10,UA,N491UA,639,SFO,81,550,15,25,United Air Lines Inc.,San Francisco Intl
1,21,1526,-9,1606,-10,OO,N294SW,5331,RDM,29,116,15,26,SkyWest Airlines Inc.,Roberts Fld
1,21,1527,-4,1743,-2,OO,N692CA,4688,LAX,119,834,15,27,SkyWest Airlines Inc.,Los Angeles Intl
1,21,1533,-2,2059,-11,AA,N4XJAA,157,DFW,178,1616,15,33,American Airlines Inc.,Dallas Fort Worth Intl
1,21,1539,-11,1758,-7,AS,N607AS,592,SNA,123,859,15,39,Alaska Airlines Inc.,John Wayne Arpt Orange Co
1,21,1542,-8,1759,-5,AS,N755AS,588,PSP,124,873,15,42,Alaska Airlines Inc.,Palm Springs Intl
1,21,1605,-3,1650,-10,OO,N584SW,5404,SEA,35,129,16,5,SkyWest Airlines Inc.,Seattle Tacoma Intl
1,21,1615,10,1754,9,WN,N7726A,1071,SJC,88,569,16,15,Southwest Airlines Co.,Norman Y Mineta San Jose Intl
1,21,1621,-4,1825,-10,OO,N216AG,3494,SBA,108,784,16,21,SkyWest Airlines Inc.,Santa Barbara Muni
1,21,1622,-8,1806,-6,AS,N622AS,402,SJC,90,569,16,22,Alaska Airlines Inc.,Norman Y Mineta San Jose Intl
1,21,1627,2,1835,4,OO,N223AG,3462,ONT,111,838,16,27,SkyWest Airlines Inc.,Ontario Intl
1,21,1632,43,1940,31,F9,N214FR,786,DEN,114,991,16,32,Frontier Airlines Inc.,Denver Intl
1,21,1711,11,1857,22,WN,N209WN,693,OAK,86,543,17,11,Southwest Airlines Co.,Metropolitan Oakland Intl
1,21,1724,-6,2002,-13,DL,N344NW,1194,SLC,83,630,17,24,Delta Air Lines Inc.,Salt Lake City Intl
1,21,1724,-12,1942,-13,OO,N814SK,4719,LAX,117,834,17,24,SkyWest Airlines Inc.,Los Angeles Intl
1,21,1725,-5,1820,-2,OO,N568SW,5417,SEA,40,129,17,25,SkyWest Airlines Inc.,Seattle Tacoma Intl
1,21,1737,-8,2004,5,AS,N305AS,562,LAX,117,834,17,37,Alaska Airlines Inc.,Los Angeles Intl
1,21,1756,-4,2038,-2,WN,N375SW,122,SLC,82,630,17,56,Southwest Airlines Co.,Salt Lake City Intl
1,21,1757,-8,1938,-7,VX,N522VA,948,SFO,88,550,17,57,Virgin America,San Francisco Intl
1,21,1758,-1,1953,3,OO,N945SW,5553,SFO,87,550,17,58,SkyWest Airlines Inc.,San Francisco Intl
1,21,1836,1,2012,-3,WN,N284WN,719,OAK,83,543,18,36,Southwest Airlines Co.,Metropolitan Oakland Intl
1,21,1854,-5,2050,2,OO,N964SW,5559,SFO,91,550,18,54,SkyWest Airlines Inc.,San Francisco Intl
1,21,1856,-4,2018,-2,WN,N217JC,747,SMF,70,479,18,56,Southwest Airlines Co.,Sacramento Intl
1,21,1858,-12,2058,-2,AS,N644AS,379,SFO,83,550,18,58,Alaska Airlines Inc.,San Francisco Intl
1,21,1900,-10,1949,-13,OO,N294SW,5305,SEA,38,129,19,0,SkyWest Airlines Inc.,Seattle Tacoma Intl
1,21,1930,15,2129,14,WN,N738CB,386,LAS,106,763,19,30,Southwest Airlines Co.,Mc Carran Intl
1,21,1938,-7,2218,8,OO,N960SW,6250,LAX,121,834,19,38,SkyWest Airlines Inc.,Los Angeles Intl
1,21,1944,-11,2128,-11,AS,N535AS,404,SJC,87,569,19,44,Alaska Airlines Inc.,Norman Y Mineta San Jose Intl
1,21,1946,-4,2231,-19,AS,N586AS,137,ANC,207,1542,19,46,Alaska Airlines Inc.,Ted Stevens Anchorage Intl
1,21,2026,-4,2204,-16,WN,N944WN,764,SJC,83,569,20,26,Southwest Airlines Co.,Norman Y Mineta San Jose Intl
1,21,2037,-8,2254,-8,AS,N596AS,574,SAN,121,933,20,37,Alaska Airlines Inc.,San Diego Intl
1,21,2214,-11,104,-21,AS,N565AS,145,ANC,215,1542,22,14,Alaska Airlines Inc.,Ted Stevens Anchorage Intl
1,21,2220,-10,2323,-15,OO,N568SW,5437,LMT,49,241,22,20,SkyWest Airlines Inc.,Klamath Falls Airport
1,22,513,-7,837,-14,US,N570UW,649,PHX,124,1009,5,13,US Airways Inc.,Phoenix Sky Harbor Intl
1,22,535,-5,850,-16,UA,N574UA,789,DEN,116,991,5,35,United Air Lines Inc.,Denver Intl
1,22,553,-7,830,-18,DL,N616DL,1831,SLC,83,630,5,53,Delta Air Lines Inc.,Salt Lake City Intl
1,22,555,-5,723,-21,UA,N78448,1446,SFO,72,550,5,55,United Air Lines Inc.,San Francisco Intl
1,22,556,-4,732,-11,AS,N786AS,406,SJC,82,569,5,56,Alaska Airlines Inc.,Norman Y Mineta San Jose Intl
1,22,600,0,1305,-24,DL,N3734B,2482,ATL,228,2172,6,0,Delta Air Lines Inc.,Hartsfield Jackson Atlanta Intl
1,22,600,0,934,-1,WN,N453WN,1927,PHX,132,1009,6,0,Southwest Airlines Co.,Phoenix Sky Harbor Intl
1,22,602,2,1138,-20,UA,N540UA,235,IAH,198,1825,6,2,United Air Lines Inc.,George Bush Intercontinental
1,22,603,-2,1153,-6,UA,N409UA,646,ORD,201,1739,6,3,United Air Lines Inc.,Chicago Ohare Intl
1,22,611,-9,1128,-37,AA,N4XKAA,1650,DFW,171,1616,6,11,American Airlines Inc.,Dallas Fort Worth Intl
1,22,628,-2,904,-11,WN,N437WN,3156,SLC,83,630,6,28,Southwest Airlines Co.,Salt Lake City Intl
1,22,630,-10,832,-15,OO,N218AG,3456,BUR,102,817,6,30,SkyWest Airlines Inc.,Bob Hope
1,22,632,-3,845,-12,OO,N633SK,4692,LAX,109,834,6,32,SkyWest Airlines Inc.,Los Angeles Intl
1,22,634,-1,944,-16,WN,N420WN,419,DEN,116,991,6,34,Southwest Airlines Co.,Denver Intl
1,22,638,-2,850,-10,AS,N306AS,572,SAN,118,933,6,38,Alaska Airlines Inc.,San Diego Intl
1,22,647,2,855,-9,AS,N769AS,560,LAX,107,834,6,47,Alaska Airlines Inc.,Los Angeles Intl
1,22,648,-12,909,-8,AS,N534AS,582,SNA,113,859,6,48,Alaska Airlines Inc.,John Wayne Arpt Orange Co
1,22,650,0,808,-7,WN,N724SW,1181,SMF,66,479,6,50,Southwest Airlines Co.,Sacramento Intl
1,22,651,11,1017,9,AS,N793AS,646,PHX,127,1009,6,51,Alaska Airlines Inc.,Phoenix Sky Harbor Intl
1,22,652,-8,820,-20,VX,N842VA,84,SFO,77,550,6,52,Virgin America,San Francisco Intl
1,22,655,15,1251,16,WN,N270WN,173,MDW,221,1751,6,55,Southwest Airlines Co.,Chicago Midway Intl
1,22,658,-2,907,-10,B6,N784JB,1121,LGB,110,846,6,58,JetBlue Airways,Long Beach
1,22,658,-2,1012,-13,F9,N209FR,796,DEN,118,991,6,58,Frontier Airlines Inc.,Denver Intl
1,22,659,-1,1127,12,AS,N538AS,833,HNL,355,2603,6,59,Alaska Airlines Inc.,Honolulu Intl
1,22,700,-4,848,-11,UA,N73291,1001,SFO,77,550,7,0,United Air Lines Inc.,San Francisco Intl
1,22,703,-2,907,-16,OO,N219AG,3460,ONT,107,838,7,3,SkyWest Airlines Inc.,Ontario Intl
1,22,705,0,1212,-12,DL,N948DN,2090,MSP,171,1426,7,5,Delta Air Lines Inc.,Minneapolis St Paul Intl
1,22,709,-6,909,-9,AS,N611AS,626,LAS,100,763,7,9,Alaska Airlines Inc.,Mc Carran Intl
1,22,710,-6,1039,-6,OO,N971SW,6219,DEN,125,991,7,10,SkyWest Airlines Inc.,Denver Intl
1,22,711,-4,853,-7,WN,N206WN,380,SJC,81,569,7,11,Southwest Airlines Co.,Norman Y Mineta San Jose Intl
1,22,712,2,1535,19,DL,N705TW,2258,JFK,274,2454,7,12,Delta Air Lines Inc.,John F Kennedy Intl
1,22,713,-7,1120,-15,AS,N560AS,855,KOA,346,2607,7,13,Alaska Airlines Inc.,Kona Intl At Keahole
1,22,717,-8,906,-19,AS,N797AS,380,SFO,79,550,7,17,Alaska Airlines Inc.,San Francisco Intl
1,22,718,18,1301,-9,AA,N3DGAA,2218,ORD,200,1739,7,18,American Airlines Inc.,Chicago Ohare Intl
1,22,720,-5,827,9,OO,N568SW,5379,SEA,43,129,7,20,SkyWest Airlines Inc.,Seattle Tacoma Intl
1,22,754,-11,1321,-29,AA,N568AA,1220,DFW,186,1616,7,54,American Airlines Inc.,Dallas Fort Worth Intl
1,22,754,-6,1520,-31,UA,N424UA,250,IAD,250,2327,7,54,United Air Lines Inc.,Washington Dulles Intl
1,22,755,-5,1004,-18,AS,N409AS,568,LAX,105,834,7,55,Alaska Airlines Inc.,Los Angeles Intl
1,22,829,-1,1002,-8,WN,N706SW,153,OAK,79,543,8,29,Southwest Airlines Co.,Metropolitan Oakland Intl
1,22,837,-8,1157,-18,US,N642AW,685,PHX,126,1009,8,37,US Airways Inc.,Phoenix Sky Harbor Intl
1,22,847,-3,1037,-18,WN,N650SW,663,LAS,98,763,8,47,Southwest Airlines Co.,Mc Carran Intl
1,22,911,-4,1614,-29,DL,N397DA,966,ATL,230,2172,9,11,Delta Air Lines Inc.,Hartsfield Jackson Atlanta Intl
1,22,914,-1,1245,-20,OO,N223AG,3466,TUS,136,1119,9,14,SkyWest Airlines Inc.,Tucson Intl
1,22,916,-5,1016,2,OO,N584SW,5428,SEA,43,129,9,16,SkyWest Airlines Inc.,Seattle Tacoma Intl
1,22,931,6,1739,4,AS,N407AS,30,BOS,283,2537,9,31,Alaska Airlines Inc.,General Edward Lawrence Logan Intl
1,22,941,-4,1236,-14,AS,N535AS,131,ANC,224,1542,9,41,Alaska Airlines Inc.,Ted Stevens Anchorage Intl
1,22,946,-4,1706,-29,AS,N587AS,752,ATL,239,2172,9,46,Alaska Airlines Inc.,Hartsfield Jackson Atlanta Intl
1,22,956,-9,1206,-14,AS,N607AS,580,SNA,116,859,9,56,Alaska Airlines Inc.,John Wayne Arpt Orange Co
1,22,956,-7,1137,-14,OO,N915SW,5243,SFO,81,550,9,56,SkyWest Airlines Inc.,San Francisco Intl
1,22,1000,15,1731,-9,AS,N588AS,764,DCA,261,2350,10,0,Alaska Airlines Inc.,Ronald Reagan Washington Natl
1,22,1003,-7,1610,0,AS,N622AS,686,ORD,207,1739,10,3,Alaska Airlines Inc.,Chicago Ohare Intl
1,22,1003,-5,1548,-17,UA,N38459,1584,ORD,204,1739,10,3,United Air Lines Inc.,Chicago Ohare Intl
1,22,1008,-11,1241,-19,DL,N368NB,2450,SLC,79,630,10,8,Delta Air Lines Inc.,Salt Lake City Intl
1,22,1012,-3,1420,0,HA,N395HA,25,HNL,344,2603,10,12,Hawaiian Airlines Inc.,Honolulu Intl
1,22,1017,2,1546,-18,AS,N302AS,658,DFW,186,1616,10,17,Alaska Airlines Inc.,Dallas Fort Worth Intl
1,22,1017,-3,1127,-18,WN,N770SA,4459,SMF,61,479,10,17,Southwest Airlines Co.,Sacramento Intl
1,22,1022,-3,1435,-10,AS,N564AS,803,LIH,355,2631,10,22,Alaska Airlines Inc.,Lihue
1,22,1022,-5,1247,-8,OO,N975SW,6518,LAX,107,834,10,22,SkyWest Airlines Inc.,Los Angeles Intl
1,22,1024,-6,1347,-10,AS,N796AS,640,PHX,124,1009,10,24,Alaska Airlines Inc.,Phoenix Sky Harbor Intl
1,22,1024,-6,1124,1,OO,N294SW,5397,SEA,44,129,10,24,SkyWest Airlines Inc.,Seattle Tacoma Intl
1,22,1032,2,1347,-3,WN,N550WN,48,DEN,118,991,10,32,Southwest Airlines Co.,Denver Intl
1,22,1044,-1,1402,-15,OO,N903SW,5576,DEN,124,991,10,44,SkyWest Airlines Inc.,Denver Intl
1,22,1053,-2,1222,-13,WN,N936WN,4722,OAK,74,543,10,53,Southwest Airlines Co.,Metropolitan Oakland Intl
1,22,1057,-3,1302,-11,AS,N786AS,564,LAX,111,834,10,57,Alaska Airlines Inc.,Los Angeles Intl
1,22,1101,-4,1604,-21,WN,N449WN,679,MCI,167,1482,11,1,Southwest Airlines Co.,Kansas City Intl
1,22,1111,-9,1521,-14,AS,N594AS,809,OGG,349,2562,11,11,Alaska Airlines Inc.,Kahului
1,22,1113,13,1307,-3,WN,N951WN,891,LAS,101,763,11,13,Southwest Airlines Co.,Mc Carran Intl
1,22,1113,-2,1242,-13,WN,N477WN,1259,SJC,77,569,11,13,Southwest Airlines Co.,Norman Y Mineta San Jose Intl
1,22,1122,-3,1438,-16,US,N831AW,634,PHX,122,1009,11,22,US Airways Inc.,Phoenix Sky Harbor Intl
1,22,1122,-4,1308,-7,OO,N967SW,6274,SFO,83,550,11,22,SkyWest Airlines Inc.,San Francisco Intl
1,22,1123,-7,1333,-12,AS,N529AS,578,SAN,117,933,11,23,Alaska Airlines Inc.,San Diego Intl
1,22,1125,-10,1258,-17,VX,N522VA,817,SFO,79,550,11,25,Virgin America,San Francisco Intl
1,22,1140,-3,1217,-5,OO,N568SW,5438,EUG,25,106,11,40,SkyWest Airlines Inc.,Mahlon Sweet Fld
1,22,1144,-7,1344,-26,OO,N604SK,4698,LAX,106,834,11,44,SkyWest Airlines Inc.,Los Angeles Intl
1,22,1145,5,1455,-5,F9,N208FR,790,DEN,116,991,11,45,Frontier Airlines Inc.,Denver Intl
1,22,1155,-1,1231,-6,OO,N584SW,5325,RDM,25,116,11,55,SkyWest Airlines Inc.,Roberts Fld
1,22,1159,-1,1517,-13,WN,N224WN,671,PHX,128,1009,11,59,Southwest Airlines Co.,Phoenix Sky Harbor Intl
1,22,1207,-3,1738,-17,AA,N4XGAA,1568,DFW,187,1616,12,7,American Airlines Inc.,Dallas Fort Worth Intl
1,22,1210,-5,1405,-15,OO,N218AG,3454,BUR,100,817,12,10,SkyWest Airlines Inc.,Bob Hope
1,22,1226,-9,1403,-22,UA,N438UA,353,SFO,74,550,12,26,United Air Lines Inc.,San Francisco Intl
1,22,1230,-5,1342,-13,WN,N7724A,467,SMF,60,479,12,30,Southwest Airlines Co.,Sacramento Intl
1,22,1234,9,1402,-3,WN,N7713A,3740,OAK,76,543,12,34,Southwest Airlines Co.,Metropolitan Oakland Intl
1,22,1250,-5,1444,-13,AS,N548AS,622,LAS,98,763,12,50,Alaska Airlines Inc.,Mc Carran Intl
1,22,1259,-1,1813,-5,DL,N904DA,2164,MSP,176,1426,12,59,Delta Air Lines Inc.,Minneapolis St Paul Intl
1,22,1300,0,1612,-8,WN,N967WN,1160,DEN,118,991,13,0,Southwest Airlines Co.,Denver Intl
1,22,1305,-10,1519,-15,OO,N219AG,3478,LGB,112,846,13,5,SkyWest Airlines Inc.,Long Beach
1,22,1308,-7,1511,-19,B6,N784JB,1521,LGB,106,846,13,8,JetBlue Airways,Long Beach
1,22,1315,2,1454,-8,OO,N905SW,5580,SFO,78,550,13,15,SkyWest Airlines Inc.,San Francisco Intl
1,22,1316,70,1852,47,UA,N486UA,277,IAH,200,1825,13,16,United Air Lines Inc.,George Bush Intercontinental
1,22,1318,-3,1409,-5,OO,N294SW,5423,SEA,40,129,13,18,SkyWest Airlines Inc.,Seattle Tacoma Intl
1,22,1319,-1,2032,-16,DL,N3752,970,ATL,232,2172,13,19,Delta Air Lines Inc.,Hartsfield Jackson Atlanta Intl
1,22,1321,-4,1912,-23,AA,N3GCAA,115,ORD,208,1739,13,21,American Airlines Inc.,Chicago Ohare Intl
1,22,1342,22,1626,23,DL,N372DA,2093,SLC,87,630,13,42,Delta Air Lines Inc.,Salt Lake City Intl
1,22,1412,-5,2002,-3,UA,N523UA,464,ORD,196,1739,14,12,United Air Lines Inc.,Chicago Ohare Intl
1,22,1424,-1,1529,-16,WN,N949WN,4125,RNO,52,444,14,24,Southwest Airlines Co.,Reno Tahoe Intl
1,22,1435,15,1545,0,WN,N959WN,752,SMF,60,479,14,35,Southwest Airlines Co.,Sacramento Intl
1,22,1508,-2,1820,-20,WN,N656SW,113,PHX,122,1009,15,8,Southwest Airlines Co.,Phoenix Sky Harbor Intl
1,22,1509,-6,1824,-21,US,N647AW,500,PHX,120,1009,15,9,US Airways Inc.,Phoenix Sky Harbor Intl
1,22,1516,-11,1659,-16,UA,N846UA,639,SFO,76,550,15,16,United Air Lines Inc.,San Francisco Intl
1,22,1518,-2,1843,-2,UA,N33286,1077,DEN,122,991,15,18,United Air Lines Inc.,Denver Intl
1,22,1530,-1,1758,13,OO,N548CA,4688,LAX,115,834,15,30,SkyWest Airlines Inc.,Los Angeles Intl
1,22,1530,-5,1607,-9,OO,N568SW,5331,RDM,25,116,15,30,SkyWest Airlines Inc.,Roberts Fld
1,22,1536,1,2104,-6,AA,N4YJAA,157,DFW,184,1616,15,36,American Airlines Inc.,Dallas Fort Worth Intl
1,22,1544,-6,1752,-12,AS,N788AS,588,PSP,113,873,15,44,Alaska Airlines Inc.,Palm Springs Intl
1,22,1546,-3,1910,1,F9,N207FR,786,DEN,126,991,15,46,Frontier Airlines Inc.,Denver Intl
1,22,1547,-3,1756,-9,AS,N611AS,592,SNA,113,859,15,47,Alaska Airlines Inc.,John Wayne Arpt Orange Co
1,22,1603,-2,1733,-12,WN,N294WN,1071,SJC,79,569,16,3,Southwest Airlines Co.,Norman Y Mineta San Jose Intl
1,22,1604,-4,1705,5,OO,N585SW,5404,SEA,44,129,16,4,SkyWest Airlines Inc.,Seattle Tacoma Intl
1,22,1620,-5,1820,-11,OO,N223AG,3462,ONT,106,838,16,20,SkyWest Airlines Inc.,Ontario Intl
1,22,1620,-5,1812,-23,OO,N224AG,3494,SBA,99,784,16,20,SkyWest Airlines Inc.,Santa Barbara Muni
1,22,1624,-6,1755,-17,AS,N797AS,402,SJC,80,569,16,24,Alaska Airlines Inc.,Norman Y Mineta San Jose Intl
1,22,1704,4,1833,-2,WN,N235WN,693,OAK,74,543,17,4,Southwest Airlines Co.,Metropolitan Oakland Intl
1,22,1729,-1,2015,0,DL,N333NW,1194,SLC,83,630,17,29,Delta Air Lines Inc.,Salt Lake City Intl
1,22,1729,-1,1831,9,OO,N294SW,5417,SEA,46,129,17,29,SkyWest Airlines Inc.,Seattle Tacoma Intl
1,22,1732,-4,1949,-6,OO,N692CA,4719,LAX,107,834,17,32,SkyWest Airlines Inc.,Los Angeles Intl
1,22,1737,-8,1945,-4,OO,N218AG,3488,BUR,101,817,17,37,SkyWest Airlines Inc.,Bob Hope
1,22,1748,-12,2111,-18,US,N642AW,577,PHX,120,1009,17,48,US Airways Inc.,Phoenix Sky Harbor Intl
1,22,1752,7,2007,8,AS,N319AS,562,LAX,109,834,17,52,Alaska Airlines Inc.,Los Angeles Intl
1,22,1753,-7,1931,-20,OO,N988CA,5553,SFO,78,550,17,53,SkyWest Airlines Inc.,San Francisco Intl
1,22,1754,-11,1926,-19,VX,N524VA,948,SFO,76,550,17,54,Virgin America,San Francisco Intl
1,22,1800,0,2057,17,WN,N359SW,122,SLC,94,630,18,0,Southwest Airlines Co.,Salt Lake City Intl
1,22,1831,-9,2246,-9,AS,N529AS,863,OGG,350,2562,18,31,Alaska Airlines Inc.,Kahului
1,22,1847,-8,2046,-9,AS,N792AS,620,LAS,94,763,18,47,Alaska Airlines Inc.,Mc Carran Intl
1,22,1849,14,2009,-6,WN,N925WN,719,OAK,71,543,18,49,Southwest Airlines Co.,Metropolitan Oakland Intl
1,22,1851,-8,2022,-26,OO,N956SW,5559,SFO,74,550,18,51,SkyWest Airlines Inc.,San Francisco Intl
1,22,1902,-8,2002,0,OO,N585SW,5305,SEA,40,129,19,2,SkyWest Airlines Inc.,Seattle Tacoma Intl
1,22,1907,-3,2044,-16,AS,N607AS,379,SFO,79,550,19,7,Alaska Airlines Inc.,San Francisco Intl
1,22,1911,-4,2103,-12,WN,N944WN,386,LAS,95,763,19,11,Southwest Airlines Co.,Mc Carran Intl
1,22,1911,11,2023,3,WN,N496WN,747,SMF,60,479,19,11,Southwest Airlines Co.,Sacramento Intl
1,22,1940,-5,2158,-12,OO,N495CA,6250,LAX,111,834,19,40,SkyWest Airlines Inc.,Los Angeles Intl
1,22,1942,-8,2239,-11,AS,N548AS,137,ANC,219,1542,19,42,Alaska Airlines Inc.,Ted Stevens Anchorage Intl
1,22,1953,-2,2126,-13,AS,N584AS,404,SJC,78,569,19,53,Alaska Airlines Inc.,Norman Y Mineta San Jose Intl
1,22,2007,1,2140,-10,UA,N77258,1458,SFO,78,550,20,7,United Air Lines Inc.,San Francisco Intl
1,22,2029,-1,2159,-21,WN,N761RR,764,SJC,80,569,20,29,Southwest Airlines Co.,Norman Y Mineta San Jose Intl
1,22,2038,-7,2245,-17,AS,N577AS,574,SAN,116,933,20,38,Alaska Airlines Inc.,San Diego Intl
1,22,2220,-5,2306,2,OO,N585SW,5353,EUG,33,106,22,20,SkyWest Airlines Inc.,Mahlon Sweet Fld
1,22,2228,-2,2330,-8,OO,N568SW,5437,LMT,45,241,22,28,SkyWest Airlines Inc.,Klamath Falls Airport
1,23,513,-7,844,-7,US,N520UW,649,PHX,123,1009,5,13,US Airways Inc.,Phoenix Sky Harbor Intl
1,23,546,6,930,22,UA,N77510,1569,DEN,140,991,5,46,United Air Lines Inc.,Denver Intl
1,23,553,-7,1307,-22,DL,N3753,2482,ATL,241,2172,5,53,Delta Air Lines Inc.,Hartsfield Jackson Atlanta Intl
1,23,554,-6,837,-11,DL,N615DL,1831,SLC,89,630,5,54,Delta Air Lines Inc.,Salt Lake City Intl
1,23,554,-6,728,-16,UA,N45440,1446,SFO,80,550,5,54,United Air Lines Inc.,San Francisco Intl
1,23,555,-5,732,-11,AS,N755AS,406,SJC,75,569,5,55,Alaska Airlines Inc.,Norman Y Mineta San Jose Intl
1,23,556,-4,941,16,F9,N205FR,796,DEN,137,991,5,56,Frontier Airlines Inc.,Denver Intl
1,23,556,-9,1200,1,UA,N490UA,646,ORD,215,1739,5,56,United Air Lines Inc.,Chicago Ohare Intl
1,23,601,1,922,-13,WN,N957WN,1927,PHX,123,1009,6,1,Southwest Airlines Co.,Phoenix Sky Harbor Intl
1,23,612,-8,1145,-20,AA,N4XKAA,1650,DFW,193,1616,6,12,American Airlines Inc.,Dallas Fort Worth Intl
1,23,626,-9,845,-12,OO,N631SK,4692,LAX,109,834,6,26,SkyWest Airlines Inc.,Los Angeles Intl
1,23,627,-3,923,8,WN,N488WN,3156,SLC,96,630,6,27,Southwest Airlines Co.,Salt Lake City Intl
1,23,633,-7,956,-12,AS,N531AS,646,PHX,126,1009,6,33,Alaska Airlines Inc.,Phoenix Sky Harbor Intl
1,23,633,-2,1008,8,WN,N240WN,419,DEN,133,991,6,33,Southwest Airlines Co.,Denver Intl
1,23,633,-7,834,-13,OO,N218AG,3456,BUR,103,817,6,33,SkyWest Airlines Inc.,Bob Hope
1,23,635,-5,855,-5,AS,N611AS,572,SAN,127,933,6,35,Alaska Airlines Inc.,San Diego Intl
1,23,638,-7,903,-1,AS,N302AS,560,LAX,110,834,6,38,Alaska Airlines Inc.,Los Angeles Intl
1,23,648,-2,805,-10,WN,N7715E,1181,SMF,64,479,6,48,Southwest Airlines Co.,Sacramento Intl
1,23,650,10,1258,23,WN,N437WN,173,MDW,229,1751,6,50,Southwest Airlines Co.,Chicago Midway Intl
1,23,651,-9,836,-4,VX,N845VA,84,SFO,88,550,6,51,Virgin America,San Francisco Intl
1,23,652,-8,1047,-28,AS,N536AS,833,HNL,338,2603,6,52,Alaska Airlines Inc.,Honolulu Intl
1,23,655,-5,1301,-9,AA,N3GBAA,2218,ORD,217,1739,6,55,American Airlines Inc.,Chicago Ohare Intl
1,23,656,-9,1235,11,DL,N943DN,2090,MSP,197,1426,6,56,Delta Air Lines Inc.,Minneapolis St Paul Intl
1,23,658,-2,906,-11,B6,N646JB,1121,LGB,110,846,6,58,JetBlue Airways,Long Beach
1,23,658,-10,1513,0,UA,N529UA,583,EWR,286,2434,6,58,United Air Lines Inc.,Newark Liberty Intl
1,23,659,-6,905,-18,OO,N219AG,3460,ONT,105,838,6,59,SkyWest Airlines Inc.,Ontario Intl
1,23,700,0,919,2,AS,N538AS,582,SNA,118,859,7,0,Alaska Airlines Inc.,John Wayne Arpt Orange Co
1,23,704,0,857,-2,UA,N37293,1217,SFO,86,550,7,4,United Air Lines Inc.,San Francisco Intl
1,23,707,-8,912,-6,AS,N524AS,626,LAS,103,763,7,7,Alaska Airlines Inc.,Mc Carran Intl
1,23,710,0,1532,16,DL,N721TW,2258,JFK,289,2454,7,10,Delta Air Lines Inc.,John F Kennedy Intl
1,23,713,-2,904,4,WN,N779SW,380,SJC,95,569,7,13,Southwest Airlines Co.,Norman Y Mineta San Jose Intl
1,23,719,-1,1114,-21,AS,N566AS,855,KOA,339,2607,7,19,Alaska Airlines Inc.,Kona Intl At Keahole
1,23,720,-5,915,-10,AS,N797AS,244,SFO,83,550,7,20,Alaska Airlines Inc.,San Francisco Intl
1,23,722,-1,1109,17,OO,N953SW,6219,DEN,138,991,7,22,SkyWest Airlines Inc.,Denver Intl
1,23,729,4,829,11,OO,N585SW,5379,SEA,37,129,7,29,SkyWest Airlines Inc.,Seattle Tacoma Intl
1,23,747,-13,1006,-16,AS,N754AS,568,LAX,112,834,7,47,Alaska Airlines Inc.,Los Angeles Intl
1,23,752,-13,1333,-17,AA,N4WJAA,1220,DFW,196,1616,7,52,American Airlines Inc.,Dallas Fort Worth Intl
1,23,755,-5,1550,-1,UA,N427UA,250,IAD,276,2327,7,55,United Air Lines Inc.,Washington Dulles Intl
1,23,842,-3,1205,-10,US,N655AW,685,PHX,129,1009,8,42,US Airways Inc.,Phoenix Sky Harbor Intl
1,23,844,-6,1042,-13,WN,N379SW,663,LAS,101,763,8,44,Southwest Airlines Co.,Mc Carran Intl
1,23,846,16,1009,-1,WN,N921WN,153,OAK,70,543,8,46,Southwest Airlines Co.,Metropolitan Oakland Intl
1,23,911,-4,1647,4,DL,N398DA,966,ATL,246,2172,9,11,Delta Air Lines Inc.,Hartsfield Jackson Atlanta Intl
1,23,916,-9,1810,35,AS,N529AS,30,BOS,322,2537,9,16,Alaska Airlines Inc.,General Edward Lawrence Logan Intl
1,23,918,-3,1015,1,OO,N568SW,5428,SEA,43,129,9,18,SkyWest Airlines Inc.,Seattle Tacoma Intl
1,23,924,-6,1537,10,UA,N39418,1142,ORD,229,1739,9,24,United Air Lines Inc.,Chicago Ohare Intl
1,23,939,-6,1740,0,AS,N560AS,764,DCA,284,2350,9,39,Alaska Airlines Inc.,Ronald Reagan Washington Natl
1,23,940,-5,1226,-24,AS,N792AS,131,ANC,211,1542,9,40,Alaska Airlines Inc.,Ted Stevens Anchorage Intl
1,23,945,-5,1737,2,AS,N558AS,752,ATL,263,2172,9,45,Alaska Airlines Inc.,Hartsfield Jackson Atlanta Intl
1,23,953,-10,1217,26,OO,N507CA,5243,SFO,78,550,9,53,SkyWest Airlines Inc.,San Francisco Intl
1,23,958,-7,1218,-2,AS,N619AS,580,SNA,123,859,9,58,Alaska Airlines Inc.,John Wayne Arpt Orange Co
1,23,1004,-6,1605,-5,AS,N622AS,686,ORD,218,1739,10,4,Alaska Airlines Inc.,Chicago Ohare Intl
1,23,1005,-10,1346,-34,HA,N386HA,25,HNL,322,2603,10,5,Hawaiian Airlines Inc.,Honolulu Intl
